title,description,link,duration,updated
Build a Matter virtual device,"In this codelab, you’ll build, commission, and use a virtual Matter device.",https://developers.home.google.com/codelabs/matter-device-virtual?hl=en,1 hour 12 minutes,"Updated August 2, 2024"
Build a mobile app using the Home APIs on Android,"In this codelab, you’ll build a mobile app using the Home APIs on Android.",https://developers.home.google.com/codelabs/home-apis-android-build-mobile-app?hl=en,1 hour 11 minutes,"Updated December 13, 2025"
Build a mobile app using the Home APIs on iOS,"In this codelab, you’ll build a mobile app that controls devices using the Home APIs on iOS.",https://developers.home.google.com/codelabs/home-apis-ios-build-mobile-app?hl=en,1 hour 7 minutes,"Updated December 13, 2025"
Build a nearby business search service with Google Maps Platform (JavaScript),Learn to build a location-based web app using the Maps JavaScript API and PLaces Library to perform a Nearby Search.,https://developers.google.com/codelabs/maps-platform/google-maps-nearby-search-js?hl=en,1 hour,"Updated September 19, 2024"
Build a product image search backend with Vision API Product Search,"In this codelab, you’ll learn how to build a product image search backend using Vision API Product Search, and how to create an API key to call the backend from mobile apps.",https://developers.google.com/codelabs/build-product-search-backend?hl=en,24 minutes,"Updated September 19, 2024"
Build a route planner with Place Autocomplete and Routes API,"Whether you are embarking on a road trip, planning your daily commute, or navigating a bustling city, getting from point A to point B is more than just knowing where you want to go. A reliable route generation tool is essential. With Google Maps",https://developers.google.com/codelabs/maps-platform/route-planner-101-js?hl=en,,"Updated September 19, 2024"
Build a simple Android navigation app with Google Maps Platform Navigation SDK,In this codelab you’ll learn how to create a simple navigation app using Google Maps Platform Navigation SDK.,https://codelabs.developers.google.com/codelabs/maps-platform/navigation-sdk-101-android?hl=en,29 minutes,"Updated October 10, 2024"
Build a simple app with text composables,Learn how to build a simple app with composable functions.,https://developer.android.com/codelabs/basic-android-kotlin-compose-text-composables?hl=en,,"Updated June 18, 2024"
Build a simple iOS navigation app in Swift with Google Maps Platform Navigation SDK,In this codelab you’ll learn how to create a simple navigation app using Google Maps Platform Navigation SDK.,https://codelabs.developers.google.com/codelabs/maps-platform/navigation-sdk-101-ios?hl=en,23 minutes,"Updated October 10, 2024"
Build a simple store locator with Google Maps Platform (JavaScript),"One of the most common features of a website is displaying a Google map that highlights one or more locations for a business, establishment, or some other entity with a physical presence. How these maps are implemented can vary greatly depending on",https://developers.google.com/codelabs/maps-platform/google-maps-simple-store-locator?hl=en,49 minutes,"Updated August 28, 2025"
Build a Slack bot with Node.js on Cloud Run,"In this codelab, you’ll learn how to build and run a Slack bot on Google Cloud. It uses Cloud Run, a fully managed compute platform that automatically scales your stateless containers.",https://codelabs.developers.google.com/codelabs/cloud-slack-bot?hl=en,14 minutes,"Updated May 31, 2023"
"Build a Sports Shop Agent AI Assistant with ADK, MCP Toolbox and AlloyDB","In this codelab, you’ll learn to create an AI Agent designed to assist with tasks in your sports retail business, get recommendations, find stores, or place an order. You’ll use the Agent Development Kit (ADK) to build the agent and connect it to AlloyDB using the MCP Toolbox for Databases",https://codelabs.developers.google.com/codelabs/sports-agent-adk-mcp-alloydb?hl=en,,"Updated October 7, 2025"
Build a Thread network with nRF52840 boards and OpenThread,"In this Codelab, you’ll program OpenThread on real hardware, create and manage a Thread network, and pass messages between nodes.",https://openthread.io/codelabs/openthread-hardware?hl=en,1 hour 28 minutes,"Updated August 16, 2025"
Build a Thread network with Silicon Labs EFR32 boards and OpenThread using Simplicity Studio v5,"In this Codelab, you’ll program OpenThread on real hardware, create and manage a Thread network, and pass messages between nodes.",https://openthread.io/codelabs/silabs-openthread-hardware?hl=en,55 minutes,"Updated August 2, 2023"
Build a Thread Network with the B91 Development Board and OpenThread,"In this codelab, you’ll program OpenThread on real hardware, create and manage a Thread network, and pass messages between nodes.",https://openthread.io/codelabs/telink-openthread-hardware?hl=en,43 minutes,"Updated January 9, 2024"
Build a Thread Network with the ESP32H2 and ESP Thread Border Router Board,"In this Codelab, you’ll program OpenThread on real hardware, create and manage a Thread network, and pass messages between nodes.",https://openthread.io/codelabs/esp-openthread-hardware?hl=en,39 minutes,"Updated October 27, 2023"
Build a word puzzle with Flutter,Learn how to build a compute-intensive Flutter app and still maintain Flutter’s fluid interactivity.,https://codelabs.developers.google.com/codelabs/flutter-word-puzzle?hl=en,53 minutes,"Updated August 27, 2025"
Build Actions for Google Assistant using Actions Builder (Level 1),Learn the basics of developing with Google Assistant.,https://developers.google.com/codelabs/actions-builder-1?hl=en,,"Updated September 19, 2024"
Build Actions for Google Assistant using Actions Builder (Level 2),Learn the basics of developing with Google Assistant.,https://developers.google.com/codelabs/actions-builder-2?hl=en,,"Updated September 19, 2024"
Build Actions for Google Assistant using Actions SDK (Level 2),Learn the basics of developing with Google Assistant.,https://codelabs.developers.google.com/codelabs/actions-sdk-2?hl=en,,"Updated June 15, 2023"
Build Actions for Google Assistant using the Actions SDK (Level 1),Learn the basics of developing with Google Assistant.,https://codelabs.developers.google.com/codelabs/actions-sdk-1?hl=en,30 minutes,"Updated June 15, 2023"
Build AI-powered web apps with Firebase Extensions for the Gemini API,Firebase Extensions allow you to add pre-packaged functionality to your apps with minimal code – even AI-powered functionality. This codelab shows you how to integrate two Firebase Extensions in a web app so that you can leverage the Gemini API to,https://firebase.google.com/codelabs/gemini-api-extensions-web?hl=en,36 minutes,"Updated September 27, 2025"
Build an adaptive app with dynamic navigation,Learn how to adapt your app for large screens with adaptive navigation ui patterns.,https://developer.android.com/codelabs/basic-android-kotlin-compose-adaptive-navigation-for-large-screens?hl=en,,"Updated June 1, 2024"
Build an Android App for Matter,Customize the Google Home Sample App for Matter to commission and manage devices.,https://developers.home.google.com/codelabs/matter-sample-app?hl=en,1 hour 17 minutes,"Updated August 29, 2024"
Build an Android app with Firebase and Jetpack Compose,"Last Updated: 2022-11-16 In this codelab, you'll build an Android app called Make It So. The UI of this app is entirely built with Jetpack Compose, which is Android's modern toolkit for building native UI - it's intuitive and requires less code than",https://firebase.google.com/codelabs/build-android-app-with-firebase-compose?hl=en,55 minutes,"Updated September 27, 2025"
Build an animated responsive app layout with Material 3,"In this codelab, you’ll gain experience with building an application with adaptive design that animates fluidly with Material 3 on all six platforms that Flutter supports.",https://codelabs.developers.google.com/codelabs/flutter-animated-responsive-layout?hl=en,53 minutes,"Updated June 7, 2025"
Build an app with an adaptive layout,Learn how to adapt your app for large screens by implementing one of the canonical layout patterns.,https://developer.android.com/codelabs/basic-android-kotlin-compose-adaptive-content-for-large-screens?hl=en,,"Updated June 28, 2024"
